"","lon","lat","coord","cover","Region","Realm"
"19556",-64.5,-35.5,"-64.5_-35.5",1,"South American","Neotropical"
"19557",-63.5,-35.5,"-63.5_-35.5",1,"South American","Neotropical"
"19558",-62.5,-35.5,"-62.5_-35.5",1,"South American","Neotropical"
"19559",-61.5,-35.5,"-61.5_-35.5",1,"South American","Neotropical"
"19560",-60.5,-35.5,"-60.5_-35.5",1,"South American","Neotropical"
"19561",-59.5,-35.5,"-59.5_-35.5",1,"South American","Neotropical"
"19562",-58.5,-35.5,"-58.5_-35.5",1,"South American","Neotropical"
"19563",-57.5,-35.5,"-57.5_-35.5",0.68,"South American","Neotropical"
"19738",117.5,-35.5,"117.5_-35.5",0.03,"Australian","Australian"
"19739",118.5,-35.5,"118.5_-35.5",0.03,"Novozelandic","Australian"
"19757",136.5,-35.5,"136.5_-35.5",0.17,"Australian","Australian"
"19758",137.5,-35.5,"137.5_-35.5",0.35,"Australian","Australian"
"19759",138.5,-35.5,"138.5_-35.5",0.38,"Australian","Australian"
"19760",139.5,-35.5,"139.5_-35.5",0.79,"Australian","Australian"
"19761",140.5,-35.5,"140.5_-35.5",1,"Australian","Australian"
"19762",141.5,-35.5,"141.5_-35.5",1,"Australian","Australian"
"19763",142.5,-35.5,"142.5_-35.5",1,"Australian","Australian"
"19764",143.5,-35.5,"143.5_-35.5",1,"Australian","Australian"
"19765",144.5,-35.5,"144.5_-35.5",1,"Australian","Australian"
"19766",145.5,-35.5,"145.5_-35.5",1,"Australian","Australian"
"19767",146.5,-35.5,"146.5_-35.5",1,"Australian","Australian"
"19768",147.5,-35.5,"147.5_-35.5",1,"Australian","Australian"
"19769",148.5,-35.5,"148.5_-35.5",1,"Australian","Australian"
"19770",149.5,-35.5,"149.5_-35.5",1,"Australian","Australian"
"19771",150.5,-35.5,"150.5_-35.5",0.37,"Australian","Australian"
"19794",173.5,-35.5,"173.5_-35.5",0.61,"Novozelandic","Australian"
"19795",174.5,-35.5,"174.5_-35.5",0.34,"Novozelandic","Australian"
"19908",-72.5,-34.5,"-72.5_-34.5",0.07,"South American","Neotropical"
"19909",-71.5,-34.5,"-71.5_-34.5",0.99,"South American","Neotropical"
"19910",-70.5,-34.5,"-70.5_-34.5",1,"South American","Neotropical"
"19911",-69.5,-34.5,"-69.5_-34.5",1,"South American","Neotropical"
"19912",-68.5,-34.5,"-68.5_-34.5",1,"South American","Neotropical"
"19913",-67.5,-34.5,"-67.5_-34.5",1,"South American","Neotropical"
"19914",-66.5,-34.5,"-66.5_-34.5",1,"South American","Neotropical"
"19915",-65.5,-34.5,"-65.5_-34.5",1,"South American","Neotropical"
"19916",-64.5,-34.5,"-64.5_-34.5",1,"South American","Neotropical"
"19917",-63.5,-34.5,"-63.5_-34.5",1,"South American","Neotropical"
"19918",-62.5,-34.5,"-62.5_-34.5",1,"South American","Neotropical"
"19919",-61.5,-34.5,"-61.5_-34.5",1,"South American","Neotropical"
"19920",-60.5,-34.5,"-60.5_-34.5",1,"South American","Neotropical"
"19921",-59.5,-34.5,"-59.5_-34.5",1,"South American","Neotropical"
"19922",-58.5,-34.5,"-58.5_-34.5",0.73,"South American","Neotropical"
"19923",-57.5,-34.5,"-57.5_-34.5",0.53,"South American","Neotropical"
"19924",-56.5,-34.5,"-56.5_-34.5",0.8,"South American","Neotropical"
"19925",-55.5,-34.5,"-55.5_-34.5",0.84,"South American","Neotropical"
"19926",-54.5,-34.5,"-54.5_-34.5",0.8,"South American","Neotropical"
"19927",-53.5,-34.5,"-53.5_-34.5",0.15,"South American","Neotropical"
"19999",18.5,-34.5,"18.5_-34.5",0.11,"African","Afrotropical"
"20000",19.5,-34.5,"19.5_-34.5",0.57,"African","Afrotropical"
"20001",20.5,-34.5,"20.5_-34.5",0.51,"African","Afrotropical"
"20002",21.5,-34.5,"21.5_-34.5",0.36,"African","Afrotropical"
"20003",22.5,-34.5,"22.5_-34.5",0.05,"African","Afrotropical"
"20004",23.5,-34.5,"23.5_-34.5",0.04,"African","Afrotropical"
"20005",24.5,-34.5,"24.5_-34.5",0.11,"African","Afrotropical"
"20096",115.5,-34.5,"115.5_-34.5",0.42,"Australian","Australian"
"20097",116.5,-34.5,"116.5_-34.5",0.93,"Australian","Australian"
"20098",117.5,-34.5,"117.5_-34.5",1,"Australian","Australian"
"20099",118.5,-34.5,"118.5_-34.5",0.75,"Novozelandic","Australian"
"20100",119.5,-34.5,"119.5_-34.5",0.25,"Novozelandic","Australian"
"20103",122.5,-34.5,"122.5_-34.5",0.02,"Australian","Australian"
"20104",123.5,-34.5,"123.5_-34.5",0.01,"Australian","Australian"
"20116",135.5,-34.5,"135.5_-34.5",0.53,"Australian","Australian"
"20117",136.5,-34.5,"136.5_-34.5",0.1,"Australian","Australian"
"20118",137.5,-34.5,"137.5_-34.5",0.47,"Australian","Australian"
"20119",138.5,-34.5,"138.5_-34.5",0.69,"Australian","Australian"
"20120",139.5,-34.5,"139.5_-34.5",1,"Australian","Australian"
"20121",140.5,-34.5,"140.5_-34.5",1,"Australian","Australian"
"20122",141.5,-34.5,"141.5_-34.5",1,"Australian","Australian"
"20123",142.5,-34.5,"142.5_-34.5",1,"Australian","Australian"
"20124",143.5,-34.5,"143.5_-34.5",1,"Australian","Australian"
"20125",144.5,-34.5,"144.5_-34.5",1,"Australian","Australian"
"20126",145.5,-34.5,"145.5_-34.5",1,"Australian","Australian"
"20127",146.5,-34.5,"146.5_-34.5",1,"Australian","Australian"
"20128",147.5,-34.5,"147.5_-34.5",1,"Australian","Australian"
"20129",148.5,-34.5,"148.5_-34.5",1,"Australian","Australian"
"20130",149.5,-34.5,"149.5_-34.5",1,"Australian","Australian"
"20131",150.5,-34.5,"150.5_-34.5",0.85,"Australian","Australian"
"20132",151.5,-34.5,"151.5_-34.5",0.01,"Australian","Australian"
"20153",172.5,-34.5,"172.5_-34.5",0.06,"Novozelandic","Australian"
"20154",173.5,-34.5,"173.5_-34.5",0.08,"Novozelandic","Australian"
"20262",-78.5,-33.5,"-78.5_-33.5",0.02,"South American","Neotropical"
"20269",-71.5,-33.5,"-71.5_-33.5",0.73,"South American","Neotropical"
"20270",-70.5,-33.5,"-70.5_-33.5",1,"South American","Neotropical"
"20271",-69.5,-33.5,"-69.5_-33.5",1,"South American","Neotropical"
"20272",-68.5,-33.5,"-68.5_-33.5",1,"South American","Neotropical"
"20273",-67.5,-33.5,"-67.5_-33.5",1,"South American","Neotropical"
"20274",-66.5,-33.5,"-66.5_-33.5",1,"South American","Neotropical"
"20275",-65.5,-33.5,"-65.5_-33.5",1,"South American","Neotropical"
"20276",-64.5,-33.5,"-64.5_-33.5",1,"South American","Neotropical"
"20277",-63.5,-33.5,"-63.5_-33.5",1,"South American","Neotropical"
"20278",-62.5,-33.5,"-62.5_-33.5",1,"South American","Neotropical"
"20279",-61.5,-33.5,"-61.5_-33.5",1,"South American","Neotropical"
"20280",-60.5,-33.5,"-60.5_-33.5",1,"South American","Neotropical"
"20281",-59.5,-33.5,"-59.5_-33.5",1,"South American","Neotropical"
"20282",-58.5,-33.5,"-58.5_-33.5",0.9,"South American","Neotropical"
"20283",-57.5,-33.5,"-57.5_-33.5",1,"South American","Neotropical"
"20284",-56.5,-33.5,"-56.5_-33.5",1,"South American","Neotropical"
"20285",-55.5,-33.5,"-55.5_-33.5",1,"South American","Neotropical"
"20286",-54.5,-33.5,"-54.5_-33.5",1,"South American","Neotropical"
"20287",-53.5,-33.5,"-53.5_-33.5",0.83,"South American","Neotropical"
"20288",-52.5,-33.5,"-52.5_-33.5",0.13,"South American","Neotropical"
"20359",18.5,-33.5,"18.5_-33.5",0.67,"African","Afrotropical"
"20360",19.5,-33.5,"19.5_-33.5",1,"African","Afrotropical"
"20361",20.5,-33.5,"20.5_-33.5",1,"African","Afrotropical"
"20362",21.5,-33.5,"21.5_-33.5",1,"African","Afrotropical"
"20363",22.5,-33.5,"22.5_-33.5",1,"African","Afrotropical"
"20364",23.5,-33.5,"23.5_-33.5",1,"African","Afrotropical"
"20365",24.5,-33.5,"24.5_-33.5",1,"African","Afrotropical"
"20366",25.5,-33.5,"25.5_-33.5",0.89,"African","Afrotropical"
"20367",26.5,-33.5,"26.5_-33.5",0.68,"African","Afrotropical"
"20368",27.5,-33.5,"27.5_-33.5",0.27,"African","Afrotropical"
"20455",114.5,-33.5,"114.5_-33.5",0.05,"Novozelandic","Australian"
"20456",115.5,-33.5,"115.5_-33.5",0.64,"Novozelandic","Australian"
"20457",116.5,-33.5,"116.5_-33.5",1,"Australian","Australian"
"20458",117.5,-33.5,"117.5_-33.5",1,"Australian","Australian"
"20459",118.5,-33.5,"118.5_-33.5",1,"Australian","Australian"
"20460",119.5,-33.5,"119.5_-33.5",0.98,"Australian","Australian"
"20461",120.5,-33.5,"120.5_-33.5",0.87,"Australian","Australian"
"20462",121.5,-33.5,"121.5_-33.5",0.81,"Australian","Australian"
"20463",122.5,-33.5,"122.5_-33.5",0.89,"Australian","Australian"
"20464",123.5,-33.5,"123.5_-33.5",0.76,"Australian","Australian"
"20465",124.5,-33.5,"124.5_-33.5",0.02,"Australian","Australian"
"20475",134.5,-33.5,"134.5_-33.5",0.22,"Australian","Australian"
"20476",135.5,-33.5,"135.5_-33.5",0.97,"Australian","Australian"
"20477",136.5,-33.5,"136.5_-33.5",0.88,"Australian","Australian"
"20478",137.5,-33.5,"137.5_-33.5",0.44,"Australian","Australian"
"20479",138.5,-33.5,"138.5_-33.5",1,"Australian","Australian"
"20480",139.5,-33.5,"139.5_-33.5",1,"Australian","Australian"
"20481",140.5,-33.5,"140.5_-33.5",1,"Australian","Australian"
"20482",141.5,-33.5,"141.5_-33.5",1,"Australian","Australian"
"20483",142.5,-33.5,"142.5_-33.5",1,"Australian","Australian"
"20484",143.5,-33.5,"143.5_-33.5",1,"Australian","Australian"
"20485",144.5,-33.5,"144.5_-33.5",1,"Australian","Australian"
"20486",145.5,-33.5,"145.5_-33.5",1,"Australian","Australian"
"20487",146.5,-33.5,"146.5_-33.5",1,"Australian","Australian"
"20488",147.5,-33.5,"147.5_-33.5",1,"Australian","Australian"
"20489",148.5,-33.5,"148.5_-33.5",1,"Australian","Australian"
"20490",149.5,-33.5,"149.5_-33.5",1,"Australian","Australian"
"20491",150.5,-33.5,"150.5_-33.5",1,"Australian","Australian"
"20492",151.5,-33.5,"151.5_-33.5",0.39,"Australian","Australian"
"20629",-71.5,-32.5,"-71.5_-32.5",0.47,"South American","Neotropical"
"20630",-70.5,-32.5,"-70.5_-32.5",1,"South American","Neotropical"
"20631",-69.5,-32.5,"-69.5_-32.5",1,"South American","Neotropical"
"20632",-68.5,-32.5,"-68.5_-32.5",1,"South American","Neotropical"
"20633",-67.5,-32.5,"-67.5_-32.5",1,"South American","Neotropical"
"20634",-66.5,-32.5,"-66.5_-32.5",1,"South American","Neotropical"
"20635",-65.5,-32.5,"-65.5_-32.5",1,"South American","Neotropical"
"20636",-64.5,-32.5,"-64.5_-32.5",1,"South American","Neotropical"
"20637",-63.5,-32.5,"-63.5_-32.5",1,"South American","Neotropical"
"20638",-62.5,-32.5,"-62.5_-32.5",1,"South American","Neotropical"
"20639",-61.5,-32.5,"-61.5_-32.5",1,"South American","Neotropical"
"20640",-60.5,-32.5,"-60.5_-32.5",1,"South American","Neotropical"
"20641",-59.5,-32.5,"-59.5_-32.5",1,"South American","Neotropical"
"20642",-58.5,-32.5,"-58.5_-32.5",0.97,"South American","Neotropical"
"20643",-57.5,-32.5,"-57.5_-32.5",1,"South American","Neotropical"
"20644",-56.5,-32.5,"-56.5_-32.5",1,"South American","Neotropical"
"20645",-55.5,-32.5,"-55.5_-32.5",1,"South American","Neotropical"
"20646",-54.5,-32.5,"-54.5_-32.5",1,"South American","Neotropical"
"20647",-53.5,-32.5,"-53.5_-32.5",1,"South American","Neotropical"
"20648",-52.5,-32.5,"-52.5_-32.5",0.66,"South American","Neotropical"
"20718",17.5,-32.5,"17.5_-32.5",0.03,"African","Afrotropical"
"20719",18.5,-32.5,"18.5_-32.5",0.74,"African","Afrotropical"
"20720",19.5,-32.5,"19.5_-32.5",1,"African","Afrotropical"
"20721",20.5,-32.5,"20.5_-32.5",1,"African","Afrotropical"
"20722",21.5,-32.5,"21.5_-32.5",1,"African","Afrotropical"
"20723",22.5,-32.5,"22.5_-32.5",1,"African","Afrotropical"
"20724",23.5,-32.5,"23.5_-32.5",1,"African","Afrotropical"
"20725",24.5,-32.5,"24.5_-32.5",1,"African","Afrotropical"
"20726",25.5,-32.5,"25.5_-32.5",1,"African","Afrotropical"
"20727",26.5,-32.5,"26.5_-32.5",1,"African","Afrotropical"
"20728",27.5,-32.5,"27.5_-32.5",1,"African","Afrotropical"
"20729",28.5,-32.5,"28.5_-32.5",0.58,"African","Afrotropical"
"20730",29.5,-32.5,"29.5_-32.5",0.01,"African","Afrotropical"
"20816",115.5,-32.5,"115.5_-32.5",0.35,"Novozelandic","Australian"
"20817",116.5,-32.5,"116.5_-32.5",1,"Australian","Australian"
"20818",117.5,-32.5,"117.5_-32.5",1,"Australian","Australian"
"20819",118.5,-32.5,"118.5_-32.5",1,"Australian","Australian"
"20820",119.5,-32.5,"119.5_-32.5",1,"Australian","Australian"
"20821",120.5,-32.5,"120.5_-32.5",1,"Australian","Australian"
"20822",121.5,-32.5,"121.5_-32.5",1,"Australian","Australian"
"20823",122.5,-32.5,"122.5_-32.5",1,"Australian","Australian"
"20824",123.5,-32.5,"123.5_-32.5",1,"Australian","Australian"
"20825",124.5,-32.5,"124.5_-32.5",0.88,"Australian","Australian"
"20826",125.5,-32.5,"125.5_-32.5",0.46,"Australian","Australian"
"20827",126.5,-32.5,"126.5_-32.5",0.26,"Australian","Australian"
"20828",127.5,-32.5,"127.5_-32.5",0.16,"Australian","Australian"
"20834",133.5,-32.5,"133.5_-32.5",0.21,"Australian","Australian"
"20835",134.5,-32.5,"134.5_-32.5",0.88,"Australian","Australian"
"20836",135.5,-32.5,"135.5_-32.5",1,"Australian","Australian"
"20837",136.5,-32.5,"136.5_-32.5",1,"Australian","Australian"
"20838",137.5,-32.5,"137.5_-32.5",0.94,"Australian","Australian"
"20839",138.5,-32.5,"138.5_-32.5",1,"Australian","Australian"
"20840",139.5,-32.5,"139.5_-32.5",1,"Australian","Australian"
"20841",140.5,-32.5,"140.5_-32.5",1,"Australian","Australian"
"20842",141.5,-32.5,"141.5_-32.5",1,"Australian","Australian"
"20843",142.5,-32.5,"142.5_-32.5",1,"Australian","Australian"
"20844",143.5,-32.5,"143.5_-32.5",1,"Australian","Australian"
"20845",144.5,-32.5,"144.5_-32.5",1,"Australian","Australian"
"20846",145.5,-32.5,"145.5_-32.5",1,"Australian","Australian"
"20847",146.5,-32.5,"146.5_-32.5",1,"Australian","Australian"
"20848",147.5,-32.5,"147.5_-32.5",1,"Australian","Australian"
"20849",148.5,-32.5,"148.5_-32.5",1,"Australian","Australian"
"20850",149.5,-32.5,"149.5_-32.5",1,"Australian","Australian"
"20851",150.5,-32.5,"150.5_-32.5",1,"Australian","Australian"
"20852",151.5,-32.5,"151.5_-32.5",0.95,"Australian","Australian"
"20853",152.5,-32.5,"152.5_-32.5",0.28,"Australian","Australian"
"20989",-71.5,-31.5,"-71.5_-31.5",0.6,"South American","Neotropical"
"20990",-70.5,-31.5,"-70.5_-31.5",1,"South American","Neotropical"
"20991",-69.5,-31.5,"-69.5_-31.5",1,"South American","Neotropical"
"20992",-68.5,-31.5,"-68.5_-31.5",1,"South American","Neotropical"
"20993",-67.5,-31.5,"-67.5_-31.5",1,"South American","Neotropical"
"20994",-66.5,-31.5,"-66.5_-31.5",1,"South American","Neotropical"
"20995",-65.5,-31.5,"-65.5_-31.5",1,"South American","Neotropical"
"20996",-64.5,-31.5,"-64.5_-31.5",1,"South American","Neotropical"
"20997",-63.5,-31.5,"-63.5_-31.5",1,"South American","Neotropical"
"20998",-62.5,-31.5,"-62.5_-31.5",1,"South American","Neotropical"
"20999",-61.5,-31.5,"-61.5_-31.5",1,"South American","Neotropical"
"21000",-60.5,-31.5,"-60.5_-31.5",1,"South American","Neotropical"
"21001",-59.5,-31.5,"-59.5_-31.5",1,"South American","Neotropical"
"21002",-58.5,-31.5,"-58.5_-31.5",1,"South American","Neotropical"
"21003",-57.5,-31.5,"-57.5_-31.5",1,"South American","Neotropical"
"21004",-56.5,-31.5,"-56.5_-31.5",1,"South American","Neotropical"
"21005",-55.5,-31.5,"-55.5_-31.5",1,"South American","Neotropical"
"21006",-54.5,-31.5,"-54.5_-31.5",1,"South American","Neotropical"
"21007",-53.5,-31.5,"-53.5_-31.5",1,"South American","Neotropical"
"21008",-52.5,-31.5,"-52.5_-31.5",0.94,"South American","Neotropical"
"21009",-51.5,-31.5,"-51.5_-31.5",0.25,"South American","Neotropical"
"21010",-50.5,-31.5,"-50.5_-31.5",0.06,"South American","Neotropical"
"21078",17.5,-31.5,"17.5_-31.5",0.06,"African","Afrotropical"
"21079",18.5,-31.5,"18.5_-31.5",0.88,"African","Afrotropical"
"21080",19.5,-31.5,"19.5_-31.5",1,"African","Afrotropical"
"21081",20.5,-31.5,"20.5_-31.5",1,"African","Afrotropical"
"21082",21.5,-31.5,"21.5_-31.5",1,"African","Afrotropical"
"21083",22.5,-31.5,"22.5_-31.5",1,"African","Afrotropical"
"21084",23.5,-31.5,"23.5_-31.5",1,"African","Afrotropical"
"21085",24.5,-31.5,"24.5_-31.5",1,"African","Afrotropical"
"21086",25.5,-31.5,"25.5_-31.5",1,"African","Afrotropical"
"21087",26.5,-31.5,"26.5_-31.5",1,"African","Afrotropical"
"21088",27.5,-31.5,"27.5_-31.5",1,"African","Afrotropical"
"21089",28.5,-31.5,"28.5_-31.5",1,"African","Afrotropical"
"21090",29.5,-31.5,"29.5_-31.5",0.69,"African","Afrotropical"
"21091",30.5,-31.5,"30.5_-31.5",0.05,"African","Afrotropical"
"21176",115.5,-31.5,"115.5_-31.5",0.48,"Novozelandic","Australian"
"21177",116.5,-31.5,"116.5_-31.5",1,"Australian","Australian"
"21178",117.5,-31.5,"117.5_-31.5",1,"Australian","Australian"
"21179",118.5,-31.5,"118.5_-31.5",1,"Australian","Australian"
"21180",119.5,-31.5,"119.5_-31.5",1,"Australian","Australian"
"21181",120.5,-31.5,"120.5_-31.5",1,"Australian","Australian"
"21182",121.5,-31.5,"121.5_-31.5",1,"Australian","Australian"
"21183",122.5,-31.5,"122.5_-31.5",1,"Australian","Australian"
"21184",123.5,-31.5,"123.5_-31.5",1,"Australian","Australian"
"21185",124.5,-31.5,"124.5_-31.5",1,"Australian","Australian"
"21186",125.5,-31.5,"125.5_-31.5",1,"Australian","Australian"
"21187",126.5,-31.5,"126.5_-31.5",1,"Australian","Australian"
"21188",127.5,-31.5,"127.5_-31.5",1,"Australian","Australian"
"21189",128.5,-31.5,"128.5_-31.5",0.84,"Australian","Australian"
"21190",129.5,-31.5,"129.5_-31.5",0.59,"Australian","Australian"
"21191",130.5,-31.5,"130.5_-31.5",0.53,"Australian","Australian"
"21192",131.5,-31.5,"131.5_-31.5",0.58,"Australian","Australian"
"21193",132.5,-31.5,"132.5_-31.5",0.95,"Australian","Australian"
"21194",133.5,-31.5,"133.5_-31.5",1,"Australian","Australian"
"21195",134.5,-31.5,"134.5_-31.5",1,"Australian","Australian"
"21196",135.5,-31.5,"135.5_-31.5",1,"Australian","Australian"
"21197",136.5,-31.5,"136.5_-31.5",1,"Australian","Australian"
"21198",137.5,-31.5,"137.5_-31.5",1,"Australian","Australian"
"21199",138.5,-31.5,"138.5_-31.5",1,"Australian","Australian"
"21200",139.5,-31.5,"139.5_-31.5",1,"Australian","Australian"
"21201",140.5,-31.5,"140.5_-31.5",1,"Australian","Australian"
"21202",141.5,-31.5,"141.5_-31.5",1,"Australian","Australian"
"21203",142.5,-31.5,"142.5_-31.5",1,"Australian","Australian"
"21204",143.5,-31.5,"143.5_-31.5",1,"Australian","Australian"
"21205",144.5,-31.5,"144.5_-31.5",1,"Australian","Australian"
"21206",145.5,-31.5,"145.5_-31.5",1,"Australian","Australian"
"21207",146.5,-31.5,"146.5_-31.5",1,"Australian","Australian"
"21208",147.5,-31.5,"147.5_-31.5",1,"Australian","Australian"
"21209",148.5,-31.5,"148.5_-31.5",1,"Australian","Australian"
"21210",149.5,-31.5,"149.5_-31.5",1,"Australian","Australian"
"21211",150.5,-31.5,"150.5_-31.5",1,"Australian","Australian"
"21212",151.5,-31.5,"151.5_-31.5",1,"Australian","Australian"
"21213",152.5,-31.5,"152.5_-31.5",0.82,"Australian","Australian"
"21242",-178.5,-30.5,"-178.5_-30.5",0.02,"Papua-Melanesian","Oceanian"
"21349",-71.5,-30.5,"-71.5_-30.5",0.61,"South American","Neotropical"
"21350",-70.5,-30.5,"-70.5_-30.5",1,"South American","Neotropical"
"21351",-69.5,-30.5,"-69.5_-30.5",1,"South American","Neotropical"
"21352",-68.5,-30.5,"-68.5_-30.5",1,"South American","Neotropical"
"21353",-67.5,-30.5,"-67.5_-30.5",1,"South American","Neotropical"
"21354",-66.5,-30.5,"-66.5_-30.5",1,"South American","Neotropical"
"21355",-65.5,-30.5,"-65.5_-30.5",1,"South American","Neotropical"
"21356",-64.5,-30.5,"-64.5_-30.5",1,"South American","Neotropical"
"21357",-63.5,-30.5,"-63.5_-30.5",1,"South American","Neotropical"
"21358",-62.5,-30.5,"-62.5_-30.5",1,"South American","Neotropical"
"21359",-61.5,-30.5,"-61.5_-30.5",1,"South American","Neotropical"
"21360",-60.5,-30.5,"-60.5_-30.5",1,"South American","Neotropical"
"21361",-59.5,-30.5,"-59.5_-30.5",1,"South American","Neotropical"
"21362",-58.5,-30.5,"-58.5_-30.5",1,"South American","Neotropical"
"21363",-57.5,-30.5,"-57.5_-30.5",1,"South American","Neotropical"
"21364",-56.5,-30.5,"-56.5_-30.5",1,"South American","Neotropical"
"21365",-55.5,-30.5,"-55.5_-30.5",1,"South American","Neotropical"
"21366",-54.5,-30.5,"-54.5_-30.5",1,"South American","Neotropical"
"21367",-53.5,-30.5,"-53.5_-30.5",1,"South American","Neotropical"
"21368",-52.5,-30.5,"-52.5_-30.5",1,"South American","Neotropical"
"21369",-51.5,-30.5,"-51.5_-30.5",0.74,"South American","Neotropical"
"21370",-50.5,-30.5,"-50.5_-30.5",0.44,"South American","Neotropical"
"21438",17.5,-30.5,"17.5_-30.5",0.56,"African","Afrotropical"
"21439",18.5,-30.5,"18.5_-30.5",1,"African","Afrotropical"
"21440",19.5,-30.5,"19.5_-30.5",1,"African","Afrotropical"
"21441",20.5,-30.5,"20.5_-30.5",1,"African","Afrotropical"
"21442",21.5,-30.5,"21.5_-30.5",1,"African","Afrotropical"
"21443",22.5,-30.5,"22.5_-30.5",1,"African","Afrotropical"
"21444",23.5,-30.5,"23.5_-30.5",1,"African","Afrotropical"
"21445",24.5,-30.5,"24.5_-30.5",1,"African","Afrotropical"
"21446",25.5,-30.5,"25.5_-30.5",1,"African","Afrotropical"
"21447",26.5,-30.5,"26.5_-30.5",1,"African","Afrotropical"
"21448",27.5,-30.5,"27.5_-30.5",1,"African","Afrotropical"
"21449",28.5,-30.5,"28.5_-30.5",1,"African","Afrotropical"
"21450",29.5,-30.5,"29.5_-30.5",1,"African","Afrotropical"
"21451",30.5,-30.5,"30.5_-30.5",0.63,"African","Afrotropical"
"21535",114.5,-30.5,"114.5_-30.5",0.02,"Novozelandic","Australian"
"21536",115.5,-30.5,"115.5_-30.5",0.94,"Novozelandic","Australian"
"21537",116.5,-30.5,"116.5_-30.5",1,"Australian","Australian"
"21538",117.5,-30.5,"117.5_-30.5",1,"Australian","Australian"
"21539",118.5,-30.5,"118.5_-30.5",1,"Australian","Australian"
"21540",119.5,-30.5,"119.5_-30.5",1,"Australian","Australian"
