"","lon","lat","coord","cover","Region","Realm"
"54390",-150.5,61.5,"-150.5_61.5",0.79,"North American","Nearctic"
"54391",-149.5,61.5,"-149.5_61.5",0.91,"North American","Nearctic"
"54392",-148.5,61.5,"-148.5_61.5",0.99,"North American","Nearctic"
"54393",-147.5,61.5,"-147.5_61.5",0.97,"North American","Nearctic"
"54394",-146.5,61.5,"-146.5_61.5",0.99,"North American","Nearctic"
"54395",-145.5,61.5,"-145.5_61.5",1,"North American","Nearctic"
"54396",-144.5,61.5,"-144.5_61.5",1,"North American","Nearctic"
"54397",-143.5,61.5,"-143.5_61.5",1,"North American","Nearctic"
"54398",-142.5,61.5,"-142.5_61.5",1,"North American","Nearctic"
"54399",-141.5,61.5,"-141.5_61.5",1,"North American","Nearctic"
"54400",-140.5,61.5,"-140.5_61.5",1,"North American","Nearctic"
"54401",-139.5,61.5,"-139.5_61.5",1,"North American","Nearctic"
"54402",-138.5,61.5,"-138.5_61.5",1,"North American","Nearctic"
"54403",-137.5,61.5,"-137.5_61.5",1,"North American","Nearctic"
"54404",-136.5,61.5,"-136.5_61.5",1,"North American","Nearctic"
"54405",-135.5,61.5,"-135.5_61.5",1,"North American","Nearctic"
"54406",-134.5,61.5,"-134.5_61.5",1,"North American","Nearctic"
"54407",-133.5,61.5,"-133.5_61.5",1,"North American","Nearctic"
"54408",-132.5,61.5,"-132.5_61.5",1,"North American","Nearctic"
"54409",-131.5,61.5,"-131.5_61.5",1,"North American","Nearctic"
"54410",-130.5,61.5,"-130.5_61.5",1,"North American","Nearctic"
"54411",-129.5,61.5,"-129.5_61.5",1,"North American","Nearctic"
"54412",-128.5,61.5,"-128.5_61.5",1,"North American","Nearctic"
"54413",-127.5,61.5,"-127.5_61.5",1,"North American","Nearctic"
"54414",-126.5,61.5,"-126.5_61.5",1,"North American","Nearctic"
"54415",-125.5,61.5,"-125.5_61.5",1,"North American","Nearctic"
"54416",-124.5,61.5,"-124.5_61.5",1,"North American","Nearctic"
"54417",-123.5,61.5,"-123.5_61.5",1,"North American","Nearctic"
"54418",-122.5,61.5,"-122.5_61.5",1,"North American","Nearctic"
"54419",-121.5,61.5,"-121.5_61.5",1,"North American","Nearctic"
"54420",-120.5,61.5,"-120.5_61.5",1,"North American","Nearctic"
"54421",-119.5,61.5,"-119.5_61.5",1,"North American","Nearctic"
"54422",-118.5,61.5,"-118.5_61.5",1,"North American","Nearctic"
"54423",-117.5,61.5,"-117.5_61.5",1,"North American","Nearctic"
"54424",-116.5,61.5,"-116.5_61.5",1,"North American","Nearctic"
"54425",-115.5,61.5,"-115.5_61.5",1,"North American","Nearctic"
"54426",-114.5,61.5,"-114.5_61.5",1,"North American","Nearctic"
"54427",-113.5,61.5,"-113.5_61.5",1,"North American","Nearctic"
"54428",-112.5,61.5,"-112.5_61.5",1,"North American","Nearctic"
"54429",-111.5,61.5,"-111.5_61.5",1,"North American","Nearctic"
"54430",-110.5,61.5,"-110.5_61.5",1,"North American","Nearctic"
"54431",-109.5,61.5,"-109.5_61.5",1,"North American","Nearctic"
"54432",-108.5,61.5,"-108.5_61.5",1,"North American","Nearctic"
"54433",-107.5,61.5,"-107.5_61.5",1,"North American","Nearctic"
"54434",-106.5,61.5,"-106.5_61.5",1,"North American","Nearctic"
"54435",-105.5,61.5,"-105.5_61.5",1,"North American","Nearctic"
"54436",-104.5,61.5,"-104.5_61.5",1,"North American","Nearctic"
"54437",-103.5,61.5,"-103.5_61.5",1,"North American","Nearctic"
"54438",-102.5,61.5,"-102.5_61.5",1,"North American","Nearctic"
"54439",-101.5,61.5,"-101.5_61.5",1,"North American","Nearctic"
"54440",-100.5,61.5,"-100.5_61.5",1,"North American","Nearctic"
"54441",-99.5,61.5,"-99.5_61.5",1,"North American","Nearctic"
"54442",-98.5,61.5,"-98.5_61.5",1,"North American","Nearctic"
"54443",-97.5,61.5,"-97.5_61.5",1,"North American","Nearctic"
"54444",-96.5,61.5,"-96.5_61.5",1,"North American","Nearctic"
"54445",-95.5,61.5,"-95.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54446",-94.5,61.5,"-94.5_61.5",0.97,"Arctico-Siberian","Palaearctic"
"54447",-93.5,61.5,"-93.5_61.5",0.27,"Arctico-Siberian","Palaearctic"
"54448",-92.5,61.5,"-92.5_61.5",0.01,"Arctico-Siberian","Palaearctic"
"54460",-80.5,61.5,"-80.5_61.5",0.06,"Arctico-Siberian","Palaearctic"
"54461",-79.5,61.5,"-79.5_61.5",0.17,"Arctico-Siberian","Palaearctic"
"54462",-78.5,61.5,"-78.5_61.5",0.02,"Arctico-Siberian","Palaearctic"
"54463",-77.5,61.5,"-77.5_61.5",0.82,"Arctico-Siberian","Palaearctic"
"54464",-76.5,61.5,"-76.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54465",-75.5,61.5,"-75.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54466",-74.5,61.5,"-74.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54467",-73.5,61.5,"-73.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54468",-72.5,61.5,"-72.5_61.5",0.87,"Arctico-Siberian","Palaearctic"
"54469",-71.5,61.5,"-71.5_61.5",0.32,"Arctico-Siberian","Palaearctic"
"54470",-70.5,61.5,"-70.5_61.5",0.08,"Arctico-Siberian","Palaearctic"
"54471",-69.5,61.5,"-69.5_61.5",0.02,"Arctico-Siberian","Palaearctic"
"54474",-66.5,61.5,"-66.5_61.5",0.06,"Arctico-Siberian","Palaearctic"
"54475",-65.5,61.5,"-65.5_61.5",0.19,"Arctico-Siberian","Palaearctic"
"54476",-64.5,61.5,"-64.5_61.5",0.12,"Arctico-Siberian","Palaearctic"
"54491",-49.5,61.5,"-49.5_61.5",0.17,"Arctico-Siberian","Palaearctic"
"54492",-48.5,61.5,"-48.5_61.5",0.81,"Arctico-Siberian","Palaearctic"
"54493",-47.5,61.5,"-47.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54494",-46.5,61.5,"-46.5_61.5",0.98,"Arctico-Siberian","Palaearctic"
"54495",-45.5,61.5,"-45.5_61.5",0.91,"Arctico-Siberian","Palaearctic"
"54496",-44.5,61.5,"-44.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54497",-43.5,61.5,"-43.5_61.5",0.95,"Arctico-Siberian","Palaearctic"
"54498",-42.5,61.5,"-42.5_61.5",0.5,"Arctico-Siberian","Palaearctic"
"54534",-6.5,61.5,"-6.5_61.5",0.09,"Eurasian","Palaearctic"
"54545",4.5,61.5,"4.5_61.5",0.06,"Eurasian","Palaearctic"
"54546",5.5,61.5,"5.5_61.5",0.82,"Eurasian","Palaearctic"
"54547",6.5,61.5,"6.5_61.5",0.94,"Eurasian","Palaearctic"
"54548",7.5,61.5,"7.5_61.5",0.98,"Eurasian","Palaearctic"
"54549",8.5,61.5,"8.5_61.5",1,"Eurasian","Palaearctic"
"54550",9.5,61.5,"9.5_61.5",1,"Eurasian","Palaearctic"
"54551",10.5,61.5,"10.5_61.5",1,"Eurasian","Palaearctic"
"54552",11.5,61.5,"11.5_61.5",1,"Eurasian","Palaearctic"
"54553",12.5,61.5,"12.5_61.5",1,"Eurasian","Palaearctic"
"54554",13.5,61.5,"13.5_61.5",1,"Eurasian","Palaearctic"
"54555",14.5,61.5,"14.5_61.5",1,"Eurasian","Palaearctic"
"54556",15.5,61.5,"15.5_61.5",1,"Eurasian","Palaearctic"
"54557",16.5,61.5,"16.5_61.5",1,"Eurasian","Palaearctic"
"54558",17.5,61.5,"17.5_61.5",0.23,"Eurasian","Palaearctic"
"54562",21.5,61.5,"21.5_61.5",0.54,"Eurasian","Palaearctic"
"54563",22.5,61.5,"22.5_61.5",1,"Eurasian","Palaearctic"
"54564",23.5,61.5,"23.5_61.5",1,"Eurasian","Palaearctic"
"54565",24.5,61.5,"24.5_61.5",1,"Eurasian","Palaearctic"
"54566",25.5,61.5,"25.5_61.5",1,"Eurasian","Palaearctic"
"54567",26.5,61.5,"26.5_61.5",1,"Eurasian","Palaearctic"
"54568",27.5,61.5,"27.5_61.5",1,"Eurasian","Palaearctic"
"54569",28.5,61.5,"28.5_61.5",1,"Eurasian","Palaearctic"
"54570",29.5,61.5,"29.5_61.5",1,"Eurasian","Palaearctic"
"54571",30.5,61.5,"30.5_61.5",1,"Eurasian","Palaearctic"
"54572",31.5,61.5,"31.5_61.5",1,"Eurasian","Palaearctic"
"54573",32.5,61.5,"32.5_61.5",1,"Eurasian","Palaearctic"
"54574",33.5,61.5,"33.5_61.5",1,"Eurasian","Palaearctic"
"54575",34.5,61.5,"34.5_61.5",1,"Eurasian","Palaearctic"
"54576",35.5,61.5,"35.5_61.5",1,"Eurasian","Palaearctic"
"54577",36.5,61.5,"36.5_61.5",1,"Eurasian","Palaearctic"
"54578",37.5,61.5,"37.5_61.5",1,"Eurasian","Palaearctic"
"54579",38.5,61.5,"38.5_61.5",1,"Eurasian","Palaearctic"
"54580",39.5,61.5,"39.5_61.5",1,"Eurasian","Palaearctic"
"54581",40.5,61.5,"40.5_61.5",1,"Eurasian","Palaearctic"
"54582",41.5,61.5,"41.5_61.5",1,"Eurasian","Palaearctic"
"54583",42.5,61.5,"42.5_61.5",1,"Eurasian","Palaearctic"
"54584",43.5,61.5,"43.5_61.5",1,"Eurasian","Palaearctic"
"54585",44.5,61.5,"44.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54586",45.5,61.5,"45.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54587",46.5,61.5,"46.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54588",47.5,61.5,"47.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54589",48.5,61.5,"48.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54590",49.5,61.5,"49.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54591",50.5,61.5,"50.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54592",51.5,61.5,"51.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54593",52.5,61.5,"52.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54594",53.5,61.5,"53.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54595",54.5,61.5,"54.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54596",55.5,61.5,"55.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54597",56.5,61.5,"56.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54598",57.5,61.5,"57.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54599",58.5,61.5,"58.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54600",59.5,61.5,"59.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54601",60.5,61.5,"60.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54602",61.5,61.5,"61.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54603",62.5,61.5,"62.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54604",63.5,61.5,"63.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54605",64.5,61.5,"64.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54606",65.5,61.5,"65.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54607",66.5,61.5,"66.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54608",67.5,61.5,"67.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54609",68.5,61.5,"68.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54610",69.5,61.5,"69.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54611",70.5,61.5,"70.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54612",71.5,61.5,"71.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54613",72.5,61.5,"72.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54614",73.5,61.5,"73.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54615",74.5,61.5,"74.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54616",75.5,61.5,"75.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54617",76.5,61.5,"76.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54618",77.5,61.5,"77.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54619",78.5,61.5,"78.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54620",79.5,61.5,"79.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54621",80.5,61.5,"80.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54622",81.5,61.5,"81.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54623",82.5,61.5,"82.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54624",83.5,61.5,"83.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54625",84.5,61.5,"84.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54626",85.5,61.5,"85.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54627",86.5,61.5,"86.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54628",87.5,61.5,"87.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54629",88.5,61.5,"88.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54630",89.5,61.5,"89.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54631",90.5,61.5,"90.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54632",91.5,61.5,"91.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54633",92.5,61.5,"92.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54634",93.5,61.5,"93.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54635",94.5,61.5,"94.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54636",95.5,61.5,"95.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54637",96.5,61.5,"96.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54638",97.5,61.5,"97.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54639",98.5,61.5,"98.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54640",99.5,61.5,"99.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54641",100.5,61.5,"100.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54642",101.5,61.5,"101.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54643",102.5,61.5,"102.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54644",103.5,61.5,"103.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54645",104.5,61.5,"104.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54646",105.5,61.5,"105.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54647",106.5,61.5,"106.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54648",107.5,61.5,"107.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54649",108.5,61.5,"108.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54650",109.5,61.5,"109.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54651",110.5,61.5,"110.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54652",111.5,61.5,"111.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54653",112.5,61.5,"112.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54654",113.5,61.5,"113.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54655",114.5,61.5,"114.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54656",115.5,61.5,"115.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54657",116.5,61.5,"116.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54658",117.5,61.5,"117.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54659",118.5,61.5,"118.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54660",119.5,61.5,"119.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54661",120.5,61.5,"120.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54662",121.5,61.5,"121.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54663",122.5,61.5,"122.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54664",123.5,61.5,"123.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54665",124.5,61.5,"124.5_61.5",0.9,"Arctico-Siberian","Palaearctic"
"54666",125.5,61.5,"125.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54667",126.5,61.5,"126.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54668",127.5,61.5,"127.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54669",128.5,61.5,"128.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54670",129.5,61.5,"129.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54671",130.5,61.5,"130.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54672",131.5,61.5,"131.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54673",132.5,61.5,"132.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54674",133.5,61.5,"133.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54675",134.5,61.5,"134.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54676",135.5,61.5,"135.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54677",136.5,61.5,"136.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54678",137.5,61.5,"137.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54679",138.5,61.5,"138.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54680",139.5,61.5,"139.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54681",140.5,61.5,"140.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54682",141.5,61.5,"141.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54683",142.5,61.5,"142.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54684",143.5,61.5,"143.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54685",144.5,61.5,"144.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54686",145.5,61.5,"145.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54687",146.5,61.5,"146.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54688",147.5,61.5,"147.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54689",148.5,61.5,"148.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54690",149.5,61.5,"149.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54691",150.5,61.5,"150.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54692",151.5,61.5,"151.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54693",152.5,61.5,"152.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54694",153.5,61.5,"153.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54695",154.5,61.5,"154.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54696",155.5,61.5,"155.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54697",156.5,61.5,"156.5_61.5",0.76,"Arctico-Siberian","Palaearctic"
"54698",157.5,61.5,"157.5_61.5",0.24,"Arctico-Siberian","Palaearctic"
"54699",158.5,61.5,"158.5_61.5",0.19,"Arctico-Siberian","Palaearctic"
"54700",159.5,61.5,"159.5_61.5",0.23,"Arctico-Siberian","Palaearctic"
"54701",160.5,61.5,"160.5_61.5",0.83,"Arctico-Siberian","Palaearctic"
"54702",161.5,61.5,"161.5_61.5",0.81,"Arctico-Siberian","Palaearctic"
"54703",162.5,61.5,"162.5_61.5",0.38,"Arctico-Siberian","Palaearctic"
"54704",163.5,61.5,"163.5_61.5",0.21,"Arctico-Siberian","Palaearctic"
"54705",164.5,61.5,"164.5_61.5",0.97,"Arctico-Siberian","Palaearctic"
"54706",165.5,61.5,"165.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54707",166.5,61.5,"166.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54708",167.5,61.5,"167.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54709",168.5,61.5,"168.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54710",169.5,61.5,"169.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54711",170.5,61.5,"170.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54712",171.5,61.5,"171.5_61.5",1,"Arctico-Siberian","Palaearctic"
"54713",172.5,61.5,"172.5_61.5",0.84,"Arctico-Siberian","Palaearctic"
"54714",173.5,61.5,"173.5_61.5",0.41,"Arctico-Siberian","Palaearctic"
"54715",174.5,61.5,"174.5_61.5",0.14,"Arctico-Siberian","Palaearctic"
"54731",-169.5,62.5,"-169.5_62.5",0.02,"North American","Nearctic"
"54735",-165.5,62.5,"-165.5_62.5",0.29,"Arctico-Siberian","Palaearctic"
"54736",-164.5,62.5,"-164.5_62.5",0.91,"Arctico-Siberian","Palaearctic"
"54737",-163.5,62.5,"-163.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54738",-162.5,62.5,"-162.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54739",-161.5,62.5,"-161.5_62.5",1,"North American","Nearctic"
"54740",-160.5,62.5,"-160.5_62.5",1,"North American","Nearctic"
"54741",-159.5,62.5,"-159.5_62.5",1,"North American","Nearctic"
"54742",-158.5,62.5,"-158.5_62.5",1,"North American","Nearctic"
"54743",-157.5,62.5,"-157.5_62.5",1,"North American","Nearctic"
"54744",-156.5,62.5,"-156.5_62.5",1,"North American","Nearctic"
"54745",-155.5,62.5,"-155.5_62.5",1,"North American","Nearctic"
"54746",-154.5,62.5,"-154.5_62.5",1,"North American","Nearctic"
"54747",-153.5,62.5,"-153.5_62.5",1,"North American","Nearctic"
"54748",-152.5,62.5,"-152.5_62.5",1,"North American","Nearctic"
"54749",-151.5,62.5,"-151.5_62.5",1,"North American","Nearctic"
"54750",-150.5,62.5,"-150.5_62.5",1,"North American","Nearctic"
"54751",-149.5,62.5,"-149.5_62.5",1,"North American","Nearctic"
"54752",-148.5,62.5,"-148.5_62.5",1,"North American","Nearctic"
"54753",-147.5,62.5,"-147.5_62.5",1,"North American","Nearctic"
"54754",-146.5,62.5,"-146.5_62.5",1,"North American","Nearctic"
"54755",-145.5,62.5,"-145.5_62.5",1,"North American","Nearctic"
"54756",-144.5,62.5,"-144.5_62.5",1,"North American","Nearctic"
"54757",-143.5,62.5,"-143.5_62.5",1,"North American","Nearctic"
"54758",-142.5,62.5,"-142.5_62.5",1,"North American","Nearctic"
"54759",-141.5,62.5,"-141.5_62.5",1,"North American","Nearctic"
"54760",-140.5,62.5,"-140.5_62.5",1,"North American","Nearctic"
"54761",-139.5,62.5,"-139.5_62.5",1,"North American","Nearctic"
"54762",-138.5,62.5,"-138.5_62.5",1,"North American","Nearctic"
"54763",-137.5,62.5,"-137.5_62.5",1,"North American","Nearctic"
"54764",-136.5,62.5,"-136.5_62.5",1,"North American","Nearctic"
"54765",-135.5,62.5,"-135.5_62.5",1,"North American","Nearctic"
"54766",-134.5,62.5,"-134.5_62.5",1,"North American","Nearctic"
"54767",-133.5,62.5,"-133.5_62.5",1,"North American","Nearctic"
"54768",-132.5,62.5,"-132.5_62.5",1,"North American","Nearctic"
"54769",-131.5,62.5,"-131.5_62.5",1,"North American","Nearctic"
"54770",-130.5,62.5,"-130.5_62.5",1,"North American","Nearctic"
"54771",-129.5,62.5,"-129.5_62.5",1,"North American","Nearctic"
"54772",-128.5,62.5,"-128.5_62.5",1,"North American","Nearctic"
"54773",-127.5,62.5,"-127.5_62.5",1,"North American","Nearctic"
"54774",-126.5,62.5,"-126.5_62.5",1,"North American","Nearctic"
"54775",-125.5,62.5,"-125.5_62.5",1,"North American","Nearctic"
"54776",-124.5,62.5,"-124.5_62.5",1,"North American","Nearctic"
"54777",-123.5,62.5,"-123.5_62.5",1,"North American","Nearctic"
"54778",-122.5,62.5,"-122.5_62.5",1,"North American","Nearctic"
"54779",-121.5,62.5,"-121.5_62.5",1,"North American","Nearctic"
"54780",-120.5,62.5,"-120.5_62.5",1,"North American","Nearctic"
"54781",-119.5,62.5,"-119.5_62.5",1,"North American","Nearctic"
"54782",-118.5,62.5,"-118.5_62.5",1,"North American","Nearctic"
"54783",-117.5,62.5,"-117.5_62.5",1,"North American","Nearctic"
"54784",-116.5,62.5,"-116.5_62.5",1,"North American","Nearctic"
"54785",-115.5,62.5,"-115.5_62.5",1,"North American","Nearctic"
"54786",-114.5,62.5,"-114.5_62.5",1,"North American","Nearctic"
"54787",-113.5,62.5,"-113.5_62.5",1,"North American","Nearctic"
"54788",-112.5,62.5,"-112.5_62.5",1,"North American","Nearctic"
"54789",-111.5,62.5,"-111.5_62.5",1,"North American","Nearctic"
"54790",-110.5,62.5,"-110.5_62.5",1,"North American","Nearctic"
"54791",-109.5,62.5,"-109.5_62.5",1,"North American","Nearctic"
"54792",-108.5,62.5,"-108.5_62.5",1,"North American","Nearctic"
"54793",-107.5,62.5,"-107.5_62.5",1,"North American","Nearctic"
"54794",-106.5,62.5,"-106.5_62.5",1,"North American","Nearctic"
"54795",-105.5,62.5,"-105.5_62.5",1,"North American","Nearctic"
"54796",-104.5,62.5,"-104.5_62.5",1,"North American","Nearctic"
"54797",-103.5,62.5,"-103.5_62.5",1,"North American","Nearctic"
"54798",-102.5,62.5,"-102.5_62.5",1,"North American","Nearctic"
"54799",-101.5,62.5,"-101.5_62.5",1,"North American","Nearctic"
"54800",-100.5,62.5,"-100.5_62.5",1,"North American","Nearctic"
"54801",-99.5,62.5,"-99.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54802",-98.5,62.5,"-98.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54803",-97.5,62.5,"-97.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54804",-96.5,62.5,"-96.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54805",-95.5,62.5,"-95.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54806",-94.5,62.5,"-94.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54807",-93.5,62.5,"-93.5_62.5",0.98,"Arctico-Siberian","Palaearctic"
"54808",-92.5,62.5,"-92.5_62.5",0.6,"Arctico-Siberian","Palaearctic"
"54809",-91.5,62.5,"-91.5_62.5",0.27,"Arctico-Siberian","Palaearctic"
"54810",-90.5,62.5,"-90.5_62.5",0.02,"Arctico-Siberian","Palaearctic"
"54817",-83.5,62.5,"-83.5_62.5",0.46,"Arctico-Siberian","Palaearctic"
"54818",-82.5,62.5,"-82.5_62.5",0.52,"Arctico-Siberian","Palaearctic"
"54819",-81.5,62.5,"-81.5_62.5",0.01,"Arctico-Siberian","Palaearctic"
"54820",-80.5,62.5,"-80.5_62.5",0.09,"Arctico-Siberian","Palaearctic"
"54821",-79.5,62.5,"-79.5_62.5",0.27,"Arctico-Siberian","Palaearctic"
"54822",-78.5,62.5,"-78.5_62.5",0.09,"Arctico-Siberian","Palaearctic"
"54823",-77.5,62.5,"-77.5_62.5",0.57,"Arctico-Siberian","Palaearctic"
"54824",-76.5,62.5,"-76.5_62.5",0.44,"Arctico-Siberian","Palaearctic"
"54825",-75.5,62.5,"-75.5_62.5",0.29,"Arctico-Siberian","Palaearctic"
"54826",-74.5,62.5,"-74.5_62.5",0.31,"Arctico-Siberian","Palaearctic"
"54827",-73.5,62.5,"-73.5_62.5",0.37,"Arctico-Siberian","Palaearctic"
"54828",-72.5,62.5,"-72.5_62.5",0.04,"Arctico-Siberian","Palaearctic"
"54829",-71.5,62.5,"-71.5_62.5",0.02,"Arctico-Siberian","Palaearctic"
"54830",-70.5,62.5,"-70.5_62.5",0.27,"Arctico-Siberian","Palaearctic"
"54831",-69.5,62.5,"-69.5_62.5",0.35,"Arctico-Siberian","Palaearctic"
"54832",-68.5,62.5,"-68.5_62.5",0.67,"Arctico-Siberian","Palaearctic"
"54833",-67.5,62.5,"-67.5_62.5",0.79,"Arctico-Siberian","Palaearctic"
"54834",-66.5,62.5,"-66.5_62.5",0.49,"Arctico-Siberian","Palaearctic"
"54835",-65.5,62.5,"-65.5_62.5",0.17,"Arctico-Siberian","Palaearctic"
